GVKEY,LINKPRIM,LINKTYPE,LPERMNO,LPERMCO,LINKDT,LINKENDDT,conm,tic
012485,P,LC,68857,20373,1986-01-17,2016-06-21,OPTIMUM COMMUNICATIONS INC,OPTU
012485,P,LC,16753,55965,2017-06-22,E,OPTIMUM COMMUNICATIONS INC,OPTU
012540,P,LC,75510,8476,1986-08-13,E,ADOBE INC,ADBE
012544,P,LU,76123,26048,1990-03-23,E,ST JOE CO,JOE
012545,P,LC,79903,30030,2021-12-01,E,HARTE HANKS INC,HHS
012545,P,LC,79903,30030,1993-11-04,2020-07-10,HARTE HANKS INC,HHS
012578,P,LC,45225,21854,1984-01-31,E,VALHI INC,VHI
012587,P,LC,10691,8594,1986-09-24,2005-04-29,ASCENTIAL SOFTWARE CORP,ASCL
012589,P,LC,10693,8596,1986-09-24,E,ENCOMPASS HEALTH CORP,EHC
012603,P,LC,89841,7850,2003-09-12,E,CNO FINANCIAL GROUP INC,CNO
012603,P,LC,86976,7850,1985-12-31,2002-08-08,CNO FINANCIAL GROUP INC,CNO
012612,P,LD,22859,20549,1962-01-31,1986-01-31,DAYTON POWER & LIGHT INC,0191A
012612,C,LD,22859,20549,1951-01-01,1962-01-30,DAYTON POWER & LIGHT INC,0191A
012615,C,LC,79909,30036,1993-11-03,E,M/I HOMES INC,MHO
012631,P,LU,75232,8625,1986-10-03,2002-06-28,LANDS END INC -OLD,LE.2
012635,P,LC,10696,8598,1986-09-25,E,FISERV INC,FISV
012689,P,LU,70092,21037,1986-08-01,E,KB HOME,KBH
012726,P,LU,71175,21798,1986-12-31,E,UNUM GROUP,UNM
012756,P,LC,70500,20469,1986-11-21,2016-05-30,COCA-COLA EUROPACIFIC PARTNE,CCEP
012785,P,LC,93179,53305,2009-12-29,E,PILGRIM'S PRIDE CORP,PPC
012785,P,LC,70965,21407,1986-11-14,2008-12-01,PILGRIM'S PRIDE CORP,PPC
012788,P,LU,75224,8741,1986-11-14,2017-03-31,HARMAN INTERNATIONAL INDS,HAR
012796,P,LC,35124,1629,1980-01-31,2021-06-30,CORELOGIC INC,CLGX
012796,C,LC,35124,1629,1980-01-01,1980-01-30,CORELOGIC INC,CLGX
012825,P,LU,10026,7976,1986-02-04,E,J & J SNACK FOODS CORP,JJSF
012840,P,LU,10812,8702,1986-11-05,E,HEARTLAND EXPRESS INC,HTLD
012850,P,LU,10909,8786,1987-01-30,2022-06-30,CERNER CORP,CERN
012868,P,LU,75527,8820,1986-12-16,2016-02-29,QUIKSILVER INC,ZQKSQ
012884,P,LC,10942,8818,2011-09-23,E,COMVERSE TECHNOLOGY INC,CMVT
012884,P,LC,10942,8818,1986-12-15,2007-01-31,COMVERSE TECHNOLOGY INC,CMVT
012886,P,LC,90441,21287,2004-12-01,E,TWENTY-FIRST CENTURY FOX INC,TFCFA
012886,J,LC,90441,21287,2004-11-12,2004-11-30,TWENTY-FIRST CENTURY FOX INC,TFCFA
012895,P,LU,75222,8840,1986-12-17,2016-08-31,AXIALL CORP,AXLL
012909,P,LU,10933,8811,1986-12-12,E,MARKEL GROUP INC,MKL
012945,P,LU,10032,7980,1986-02-05,E,PLEXUS CORP,PLXS
012950,P,LU,70308,20033,1986-12-19,2016-05-20,AIRGAS INC,ARG
012978,P,LC,13598,54193,2012-10-01,2015-07-02,KRAFT FOODS GROUP INC,KRFT
013003,P,LC,89105,41977,2001-08-01,2017-04-28,JOY GLOBAL INC,JOY
013032,P,LC,75215,8920,1987-01-29,2016-09-01,CASH AMERICA INTL INC,CSH.1
013041,P,LC,20053,781,1981-01-01,2026-01-30,SYNOVUS FINANCIAL CORP,SNV
013054,P,LU,56275,3143,1982-01-29,2004-09-30,NATIONAL COMMERCE FINANCIAL,NCF
013054,C,LU,56275,3143,1982-01-01,1982-01-28,NATIONAL COMMERCE FINANCIAL,NCF
013071,P,LC,76672,27836,2007-02-14,E,RADNET INC,RDNT
013071,P,LC,76672,27836,1991-02-26,1995-04-12,RADNET INC,RDNT
013075,P,LU,64515,3658,1982-01-29,2004-07-30,PROVIDENT FINANCIAL GRP INC,PFGI.
013092,C,LC,77453,25865,1992-03-05,E,JACK IN THE BOX INC,JACK
013114,P,LU,71909,20701,1987-02-25,2006-11-30,FIDELITY NATIONAL FINL INC,FNF.1
013135,C,LC,77081,29124,1991-10-01,2005-12-09,YORK INTERNATIONAL CORP,YRK
013166,P,LC,67862,20528,1986-01-31,2008-07-14,INDYMAC BANCORP INC,IDMCQ
013166,C,LC,67862,20528,1986-01-01,1986-01-30,INDYMAC BANCORP INC,IDMCQ
013204,C,LC,77150,29360,1991-12-18,2006-11-09,FISHER SCIENTIFIC INTL INC,FSH.2
013227,C,LC,80037,12654,1993-12-09,2007-08-17,LAUREATE EDUCATION INC  -OLD,LAUR.2
013323,P,LU,11343,9188,1987-05-19,2022-07-29,SANDERSON FARMS INC,SAFM
013328,P,LC,71685,20431,1987-02-06,2010-10-07,C&D TECHNOLOGIES INC,CHHP.1
013341,P,LU,64390,3682,1979-01-31,E,PROGRESSIVE CORP-OHIO,PGR
013341,C,LU,64390,3682,1979-01-01,1979-01-30,PROGRESSIVE CORP-OHIO,PGR
013342,P,LU,65294,3860,1977-01-31,E,RLI CORP,RLI
013342,C,LU,65294,3860,1977-01-01,1977-01-30,RLI CORP,RLI
013353,C,LD,23536,21931,1987-01-01,2020-12-31,WISCONSIN ELECTRIC POWER CO,WEC2
013353,P,LD,23536,21931,1962-01-31,1986-12-31,WISCONSIN ELECTRIC POWER CO,WEC2
013365,P,LC,11415,9252,1987-06-12,2008-12-22,BARR PHARMACEUTICALS INC,BRL
013380,P,LC,11382,9225,1987-06-03,2013-11-04,SAKS INC,SKS
013397,P,LU,11371,9216,1987-05-29,2005-01-31,FIRST HEALTH GROUP CORP,FHCC
013406,P,LC,11378,9221,1987-06-02,2018-03-08,CALGON CARBON CORP,CCC.1
013421,P,LU,11403,9245,1987-06-10,E,CADENCE DESIGN SYSTEMS INC,CDNS
013431,P,LC,11478,9309,1987-07-01,2013-12-16,BERRY CORP,BRY
013440,P,LC,85991,16033,1998-04-01,2017-10-31,LEVEL 3 COMMUNICATIONS INC,LVLT
013480,P,LC,11481,9312,1987-07-01,2023-12-27,EBIX INC,EBIXQ
013540,P,LC,13627,54212,2012-10-26,2017-04-28,WHITEWAVE FOODS CO,WWAV
013554,P,LC,75101,21755,1987-06-30,2011-09-30,TIMBERLAND CO  -CL A,TBL
013561,P,LU,75175,21128,1987-07-01,E,MBIA INC,MBI
013570,P,LU,75470,9375,1987-08-31,E,MIDDLEBY CORP,MIDD
013597,P,LC,84073,5058,1977-01-31,2010-05-20,ZENITH NATIONAL INSURANCE CP,ZNT
013597,C,LC,84073,5058,1977-01-01,1977-01-30,ZENITH NATIONAL INSURANCE CP,ZNT
013599,P,LU,11552,9374,1987-09-30,2019-11-29,CELGENE CORP,CELG
013619,P,LU,75107,20018,1987-07-29,2022-12-30,ABIOMED INC,ABMD
013623,P,LU,11547,9370,1987-07-23,E,CONMED CORP,CNMD
013646,P,LU,75100,21753,1987-05-05,2021-01-07,TIFFANY & CO,TIF
013664,P,LC,17334,9914,2018-03-10,2020-12-31,GCI LIBERTY IN -OLD,GLIBA.1
013700,P,LC,11600,9424,1987-08-12,E,DENTSPLY SIRONA INC,XRAY
013710,P,LC,25147,59892,2024-07-02,E,SIX FLAGS ENTERTAINMENT CORP,FUN
013714,P,LC,76226,21866,1994-10-01,2025-08-06,PARAMOUNT SKYDANCE CORP,PSKY
013714,J,LC,76226,21866,1990-06-14,1994-09-30,PARAMOUNT SKYDANCE CORP,PSKY
013714,P,LC,27083,60410,2025-08-07,E,PARAMOUNT SKYDANCE CORP,PSKY
013721,P,LC,13788,54327,2013-02-01,E,ZOETIS INC,ZTS
013786,P,LC,11636,9457,2014-01-23,E,HERON THERAPEUTICS INC,HRTX
013786,P,LC,11636,9457,1987-08-26,2011-03-31,HERON THERAPEUTICS INC,HRTX
013824,P,LU,11533,9360,1987-07-22,E,FAIR ISAAC CORP,FICO
013839,P,LU,11707,9526,1987-09-22,2019-12-31,CAMBREX CORP,CBM
013888,P,LC,81593,5849,2015-09-28,E,MR COOPER GROUP INC,COOP
013941,P,LU,11761,9566,1987-10-06,2001-04-30,DALLAS SEMICONDUCTOR CORP,DS.3
013948,P,LC,23229,20361,1962-01-31,1987-05-26,CONSUMERS ENERGY CO,CMS1
013963,P,LU,75233,21100,1987-10-08,2024-10-31,VECTOR GROUP LTD,VGR
013988,P,LC,75186,21578,1987-09-22,E,SCHWAB (CHARLES) CORP,SCHW
013990,P,LC,89686,24345,2003-02-05,2013-02-13,WARNACO GROUP INC,WRC
014007,P,LC,87281,21266,1999-10-07,2005-10-06,NEIMAN MARCUS GROUP LTD LLC,1641B
014027,P,LU,11809,9616,1987-11-24,E,CLEAN HARBORS INC,CLH
014084,P,LU,11731,9550,1987-09-30,E,ALBANY INTL CORP  -CL A,AIN
014131,P,LC,10211,8145,1986-05-05,2006-03-31,WESTCORP,WES.2
014134,P,LU,10594,8497,1986-08-19,2002-01-31,DIME BANCORP INC,DME.1
014163,P,LC,75261,21174,1988-02-05,2020-10-05,MCCLATCHY CO  -CL A,MNIQQ
014172,P,LU,88197,5440,1985-09-03,E,FULTON FINANCIAL CORP,FULT
014186,P,LC,89502,43504,2002-09-16,E,GEN-PROBE INC,GPRO.2
014201,P,LC,24628,4128,1983-06-02,2009-08-14,COLONIAL BANCGROUP,CBCGQ
014219,P,LC,85789,7784,1985-10-14,E,CADENCE BANK,CADE
014225,P,LU,11618,9440,1987-08-20,E,FASTENAL CO,FAST
014253,P,LU,82107,2253,1977-01-31,E,WESTAMERICA BANCORPORATION,WABC
014253,C,LU,82107,2253,1977-01-01,1977-01-30,WESTAMERICA BANCORPORATION,WABC
014256,P,LC,11896,9698,2008-10-08,2021-08-31,MAXIM INTEGRATED PRODUCTS,MXIM
014256,P,LC,11896,9698,1988-02-29,2007-10-01,MAXIM INTEGRATED PRODUCTS,MXIM
014268,P,LU,75902,10430,1989-12-19,2009-07-31,BORLAND SOFTWARE CORP,BORL
014275,P,LC,12448,53609,2010-12-09,E,FIRST REPUBLIC BANK,FRCB
014282,P,LC,84769,31967,1997-05-20,E,AMPHENOL CORP,APH
014304,P,LU,10180,9743,1988-04-08,2020-10-05,AKORN OPERATING COMPANY LLC,AKRXQ
014309,P,LU,11884,9677,1988-02-04,E,INTERPARFUMS INC,IPAR
014311,P,LU,75182,21425,1987-09-16,E,POLARIS INC,PII
014320,P,LC,13643,54224,2012-10-11,2023-11-30,INTERCEPT PHARMA INC,ICPT
014324,P,LC,75577,9735,1988-03-31,2015-12-24,ALTERA CORP,ALTR.1
014359,N,LX,75241,21366,1998-04-30,E,PIONEER NATURAL RESOURCES CO,PXD
014359,P,LU,75241,21366,1987-12-22,E,PIONEER NATURAL RESOURCES CO,PXD
014363,P,LC,75259,20957,1988-01-26,2004-10-29,IMC GLOBAL INC,IGL
014369,P,LU,75320,21826,1988-05-04,E,ARRAY DIG INFRASTRUCTURE INC,AD
014370,P,LC,75285,20312,1991-05-03,E,MANPOWERGROUP,MAN
014384,P,LU,75308,21339,1988-04-13,2007-01-31,OREGON STEEL MILLS INC,OS.1
014385,P,LU,11927,9777,1988-05-12,2008-03-31,RESPIRONICS INC,RESP.
014386,P,LC,86168,16157,1998-06-16,2011-06-30,GSI COMMERCE INC,GSIC
014412,P,LU,75316,21635,1988-05-13,2019-10-31,SOTHEBY'S,BID.1
014418,P,LU,11891,9764,1988-05-02,E,MGM RESORTS INTERNATIONAL,MGM
014438,P,LC,13567,54174,2012-10-01,2016-04-29,ADT CORP,ADT.4
014446,P,LC,75228,7712,1987-12-11,2006-01-25,IVAX CORP,IVX.2
014466,P,LC,11509,9338,1987-07-15,2008-10-01,HILB ROGAL & HOBBS CO,HRH.1
014477,P,LU,11955,9804,1988-06-03,E,WASTE MANAGEMENT INC,WM
014489,P,LC,18267,55676,2018-12-28,E,DELL TECHNOLOGIES INC,DELL
014489,P,LC,11081,9833,1988-06-22,2013-10-31,DELL TECHNOLOGIES INC,DELL
014535,P,LC,84176,31806,1996-11-14,E,EW SCRIPPS  -CL A,SSP
014555,C,LC,90044,9809,2004-02-24,2011-11-04,ACELITY HOLDINGS INC -REDH,9566B
014561,P,LC,11752,9558,1987-10-02,E,COHERENT CORP,COHR
014565,P,LC,11970,9873,1988-07-22,2007-02-28,AMERICAN POWER CONVERSION CP,APCC.
014590,P,LC,81774,20763,1995-07-31,E,FREEPORT-MCMORAN INC,FCX
014623,P,LU,12067,9903,1988-08-11,E,NOVELLUS SYSTEMS INC,NVLS.1
014624,P,LC,75573,9798,1988-06-01,2025-12-31,ODP CORP,ODP
014650,P,LC,11976,9905,1988-08-12,E,BMC SOFTWARE INC,BMC
014790,P,LU,75342,20642,1988-07-21,E,MERITAGE HOMES CORP,MTH
014793,P,LC,75326,20221,1988-08-11,2016-01-08,ARCH RESOURCES INC,ARCH
014822,P,LC,17743,544,1987-01-30,E,BERKLEY (W R) CORP,WRB
014822,C,LC,17743,544,1987-01-01,1987-01-29,BERKLEY (W R) CORP,WRB
014824,P,LC,23473,912,1982-01-29,E,CINCINNATI FINANCIAL CORP,CINF
014824,C,LC,23473,912,1982-01-01,1982-01-28,CINCINNATI FINANCIAL CORP,CINF
014827,P,LC,59126,3324,1987-01-30,2007-08-24,OHIO CASUALTY CORP,OCAS
014827,C,LC,59126,3324,1987-01-01,1987-01-29,OHIO CASUALTY CORP,OCAS
014828,P,LU,59396,3363,1980-01-31,E,OLD REPUBLIC INTL CORP,ORI
014828,C,LU,59396,3363,1980-01-01,1980-01-30,OLD REPUBLIC INTL CORP,ORI
014830,P,LC,10119,8064,1986-03-18,2007-09-27,21ST CENTURY INS GROUP,TW.1
014863,P,LU,12022,9892,1988-08-08,2008-01-31,GENLYTE GROUP INC,GLYT
014897,P,LU,12265,9983,1988-10-21,2005-05-31,VISX INC/DE,EYE.1
014898,P,LU,78664,26127,1993-08-02,E,3D SYSTEMS CORP,DDD
014908,P,LC,12074,9921,1988-09-06,2011-05-31,PRIDE INTERNATIONAL INC,PDE
014934,P,LC,87137,35222,1999-08-18,E,DEVON ENERGY CORP,DVN
014960,P,LC,12062,9848,1988-07-07,E,LABCORP HOLDINGS INC,LH
015044,P,LC,13628,54213,2012-10-12,E,WORKDAY INC,WDAY
015060,C,LC,80926,13311,1995-01-31,2024-04-30,CALLON PETROLEUM CO/DE,CPE
015060,C,LN,80926,13311,1994-10-07,1995-01-30,CALLON PETROLEUM CO/DE,CPE
015084,J,LX,75333,20351,2003-09-30,2006-04-28,BURLINGTON RESOURCES INC,BR.2
015084,P,LC,75333,20351,1988-07-08,2006-04-28,BURLINGTON RESOURCES INC,BR.2
015092,P,LC,75432,10065,1989-01-03,2014-02-13,CEC ENTERTAINMENT INC,9614B
015106,C,LC,75383,21965,1988-11-04,2011-06-30,BECKMAN COULTER INC,BEC.2
015110,P,LU,75444,22011,1989-01-19,2007-12-31,LYONDELL CHEMICAL CO,LYO
015133,P,LC,77579,22808,1992-05-07,2004-08-31,APOGENT TECHNOLOGIES INC,AOT
015197,P,LC,11992,9882,1988-08-02,2019-07-31,CHEMICAL FINANCIAL CORP,CHFC
015202,P,LU,58094,5627,1982-09-02,2006-11-30,NORTH FORK BANCORPORATION,NFB
015203,C,LU,75684,10086,1989-01-19,2004-11-30,NETEGRITY INC,NETE.
015208,P,LC,75789,22096,1989-08-10,2010-07-07,FEDERAL HOME LOAN MORTG CORP,FMCC
015247,P,LC,85269,32066,1997-08-12,E,VALERO ENERGY CORP,VLO
015253,P,LU,75733,10146,1989-03-28,2011-06-30,CKX INC,CKXE
015261,P,LC,12169,10053,1988-12-19,2016-10-31,DORAL FINANCIAL CORP,DRLCQ
015267,P,LU,75591,22075,1989-06-02,E,IDEX CORP,IEX
015274,N,LX,82540,14037,2011-04-29,E,WALTER ENERGY INC,WLTGQ
015274,P,LC,82540,14037,1995-10-10,2019-05-31,WALTER ENERGY INC,WLTGQ
015290,C,LC,83189,10134,1996-03-18,2007-07-31,ARMOR HOLDINGS INC,AH.Z
015314,P,LC,13711,54283,2012-12-13,2016-11-30,SOLARCITY CORP,SCTY.1
015315,P,LU,75477,22031,1989-04-14,2004-06-30,ALARIS MEDICAL SYSTEMS INC,AMI.2
015337,C,LC,80297,28344,1994-02-23,2020-05-13,EMMIS CORP,EMMS
015343,C,LU,76573,22807,1991-02-27,E,MUELLER INDUSTRIES,MLI
015354,P,LU,75625,22038,1989-05-31,2006-03-31,ENTERASYS NETWORKS INC,ETS.1
015363,P,LC,11992,9882,2019-08-01,2021-06-30,TCF FINANCIAL CORP,TCF
015363,P,LC,10375,8292,1986-06-17,2019-07-31,TCF FINANCIAL CORP,TCF
015414,P,LC,75694,10107,1989-02-09,E,BIO-TECHNE CORP,TECH
015417,P,LU,63467,3624,1984-01-31,E,BROWN & BROWN INC,BRO
015417,C,LU,63467,3624,1984-01-01,1984-01-30,BROWN & BROWN INC,BRO
015452,P,LC,13647,54227,2012-10-12,2017-02-28,LINNCO LLC,LNCOQ
015521,P,LC,75489,10171,1989-04-28,2017-09-12,STAPLES INC,SPLS.1
015708,P,LC,75646,22092,1989-07-27,2015-03-31,ALLERGAN INC,AGN.2
015855,P,LC,75607,10224,1989-06-23,E,GEN DIGITAL INC,GEN
016101,P,LC,13721,54287,2013-01-02,E,ABBVIE INC,ABBV
016188,P,LU,75654,10256,1989-07-20,E,COGNEX CORP,CGNX
016227,P,LC,86861,7361,1984-12-21,2005-12-30,COMMERCIAL FEDERAL CORP,CFB.2
016243,P,LC,81593,5849,1983-03-11,2008-09-26,WASHINGTON MUTUAL INC,WAMUQ
016245,P,LC,12073,9847,1988-07-06,2022-04-29,PEOPLE'S UNITED FINL INC,PBCT
016384,P,LC,13904,54396,2013-05-02,E,VOYA FINANCIAL INC,VOYA
016401,P,LU,75603,10210,1989-06-09,E,CIRRUS LOGIC INC,CRUS
016453,P,LU,75976,10288,1989-08-23,E,NEOGEN CORP,NEOG
016477,P,LC,93101,30388,2009-11-20,E,LEAR CORP,LEA
016477,P,LC,80422,30388,1994-04-07,2009-07-01,LEAR CORP,LEA
016478,P,LU,75825,22113,1989-10-04,E,EOG RESOURCES INC,EOG
016486,P,LC,13766,54318,2013-02-06,E,BOISE CASCADE CO,BCC
016549,P,LC,14670,54870,2014-05-14,E,SERVISFIRST BANCSHARES INC,SFBS
016573,P,LC,76497,28913,1990-11-05,2001-06-05,CENTURA BANKS INC,CBC.2
016597,P,LU,75854,10359,1989-11-09,E,LATTICE SEMICONDUCTOR CORP,LSCC
016629,P,LU,34498,1682,1988-01-29,2008-04-30,ALFA CORP,ALFA.1
016629,C,LU,34498,1682,1988-01-01,1988-01-28,ALFA CORP,ALFA.1
016648,P,LC,16435,55776,2016-10-06,2020-10-30,ADVANCED DISPOSAL SERVICES,ADSW
016650,P,LC,76148,26058,1990-04-12,2015-07-22,RTI INTL METALS INC,RTI
016653,P,LC,13862,54368,2013-04-10,E,TAYLOR MORRISON HOME CORP,TMHC
016665,P,LU,78717,28879,1989-09-20,2007-11-30,APPLEBEES INTL INC,APPB.1
016720,C,LC,14127,54533,2022-03-21,2024-09-16,ACCELITRON ADN MTR CNTRL INC,AAMCF
016720,C,LC,14127,54533,2013-09-12,2021-11-30,ACCELITRON ADN MTR CNTRL INC,AAMCF
016721,P,LU,75828,10303,1989-09-20,E,ELECTRONIC ARTS INC,EA
016738,P,LC,14312,54653,2013-11-14,2022-04-29,HOUGHTON MIFFLIN HARCOURT CO,HMHC
016751,P,LU,10725,9662,1988-01-22,2004-09-30,CHARTER ONE FINANCIAL INC,CF.6
016769,P,LC,23326,991,1982-01-29,2007-12-31,CHITTENDEN CORP,CHZ
016769,C,LC,23326,991,1982-01-01,1982-01-28,CHITTENDEN CORP,CHZ
016784,P,LU,86845,7263,1984-10-18,2008-03-31,COMMERCE BANCORP INC/NJ,CBH.1
016790,P,LU,86896,7871,1985-11-22,E,COMMUNITY FINANCIAL SYST INC,CBU
016821,P,LC,11018,8889,1987-01-13,E,FIRST BANCORP P R,FBP
